"Issue Type","Key","Created","Summary","Assignee","Reporter","Priority","Status","Resolution","Updated","Description"
"Bug","DSH-5032","2024-12-10T13:15:18.852+0100","BE - Call is not considered abandoned if the On hold time is greater then the set threshold ","Unassigned","Teodor Lilov","Normal","Closed","Won't Do","2024-12-10T15:59:03.941+0100","What happened? Keeping a call on hold for interval greater than the set threshold in the Abandon rate, the call is not considered abandoned after it ends. How to reproduce? Step by step. • Login   • Open the Realtime tab in new Analytics  • Set the threshold value in Abandon rate configuration menu 10 seconds  • Make a inbound call to a configured number  • Answer the call  • Put the call on hold for more than 10 seconds  • End the call  Expected behavior? The call should be considered abandoned which should be reflected in both Abandon rate and Total abandoned calls cards Note: The issue is in legacy dashboard as well Additional data: Company ID: 100735 Environment: dev Call Id: 258475175"
"Bug","DSH-5031","2024-12-10T12:30:39.509+0100","BE - Call is considered abandoned if ended within the set threshold ","Unassigned","Teodor Lilov","Normal","Closed","Won't Do","2024-12-10T15:47:39.717+0100","What happened? Ending a call within the pre-defined threshold time, the cards Abandon rate and Total abandoned calls get updated, both getting their values increased, which shouldn’t be happening since the call is not abandoned. How to reproduce? Step by step. • Login   • Open the Realtime tab in new Analytics  • Set the threshold value in Abandon rate configuration menu 10 seconds  • Make a inbound call to a configured number  • End the call before reaching 10 seconds  Expected behavior? The call shouldn’t be consider abandoned since it was ended within the predefined threshold Additional data: Company ID: 100735 Environment: dev Call Id: 258475150"
"Bug","DSH-5030","2024-12-10T11:44:21.485+0100","FE - Switching between config forms triggers an error","Jergus Kacmar","Teodor Lilov","Normal","Closed","Done","2025-03-11T17:07:38.728+0100","What happened? Opening the Service level side menu and switching between the menu and the Abandon rate menu, removes the Set the threshold (in seconds): value in the form and triggers console log errors How to reproduce? Step by step. • Login to new Analytics  • Open the Realtime tab  • Open the Service level configuration menu  • While the menu is open, open to Abandon rate side menu  Expected behavior? The threshold values should be retained and the error on the screen should not be displayed Additional data: Company ID: 100735 Environment: dev"
"Ticket","DSH-5029","2024-12-09T20:39:51.067+0100","[Dashboard] Number Orders Won't Load","daniel malachovsky","Zoltan Viragh","High","Closed","Done","2025-03-11T17:08:39.490+0100","Hi! What happened? • Client reported they are unable to view their number orders via the new dashboard.  How to reproduce? Step by step. • Unable to.  Expected behavior? • Number orders should be displayed in the ""My Requests"" section.  Company id:263889 MRR at risk:€5 892,18 Link to logs: • Attached har file.  ‌Clearing cache does not resolve the issue. Affected admin:Paul GlenisterExtension: 1002ID: 337621 Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5028","2024-12-09T17:25:16.340+0100","[AN] Problems With Signing In Via Google SSO","Jergus Kacmar","Zoltan Viragh","High","Closed","Done","2025-03-13T10:47:35.428+0100","Hi! What happened? • Reported internally. When attempting to log into analytics via Google SSO the first attempt always fails.  How to reproduce? Step by step. • Attempt to log into analytics via google SSO https://analytics.cloudtalk.io/  Expected behavior? • User should be logged in.  Additional data: • Screen recordings, console export and har file attached.  Company ID: Replicated here: 168807Zoltán VirághExtension: 1021ID: 206807 Environment: Prod Build version: Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5027","2024-12-09T14:51:51.359+0100","HTTP request does not accept operators within a body","daniel malachovsky","Matej Kovar","Normal","Closed","Won't Do","2025-04-11T09:29:33.674+0200","What happened? Some API requests towards an external API require to use an operators such as “=”, which cannot be saved within the HTTP body with an error message saying “Oops, something went wrong. We are working on a fix!”. How to reproduce? Step by step. In the CFD add HTTP step with any endpoint and method. In the HTTP body add a key “test” and a value “=” and click on save the flow. Expected behavior? “=” should be threated as a string and therefore should be acceptable Company id:287905"
"Bug","DSH-5022","2024-12-06T18:50:48.610+0100","[CFD] Can't Change Number Routing Region on New Prod","Unassigned","Zoltan Viragh","Normal","Icebox","Unresolved","2025-04-10T09:48:11.540+0200","Hi! Discovered internally. What happened? • With distributed inbound enabled on new prod it is not possible to change a number's routing region. Upon attempting to do so the user gets a 422 response.  How to reproduce? Step by step. • Enable distributed inbound on a new prod company.  • Edit a call number and attempt to change the routing region to a New Prod Server.  Expected behavior? • Changes should be saved and reflected.  Additional data: • Attached console logs and HAR file.  Company ID: Replicated here: 168807 Environment: Prod Build version: If you have any screenshots or video, please add it into the attachments. • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5021","2024-12-06T18:39:51.163+0100","[AI] Call Was Not Summarised ","Duso Argalas","Zoltan Viragh","Normal","Closed","Cannot Reproduce","2025-03-13T13:43:33.232+0100","Hi! What happened? • Client reported that some of their calls arent being summarized by our AI.  How to reproduce? Step by step. • Impersonate 274603 here https://admin.prod.cloudtalk.io/companies/impersonation  • Filter these two calls: 74142576, 743522427.  • Check the AI portion of the call details.  Expected behavior? • Calls should be summarized by our AI.  Company id: 274603 MRR at risk:5 seat Demo - Prospect Call IDs:74142576743522427 The first call has no logs in the call management tab. The second one does and has errors for smart notes and summary. 404s specifically. Link to logs:https://app.datadoghq.eu/logs?query=service%3Acalls-management%20%40trace.call_id%3A74142576&agg_m=count&agg_m_source=base&agg_t=count&cols=host%2Cservice&fromUser=true&messageDisplay=inline&refresh_mode=paused&storage=hot&stream_sort=desc&viz=stream&from_ts=1733007600000&to_ts=1733506686791&live=false https://app.datadoghq.eu/logs?query=service%3Acalls-management%20%40trace.call_id%3A743522427&agg_m=count&agg_m_source=base&agg_t=count&cols=host%2Cservice&fromUser=true&messageDisplay=inline&refresh_mode=paused&storage=hot&stream_sort=desc&viz=stream&from_ts=1733007600000&to_ts=1733506686791&live=false Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5017","2024-12-04T22:40:45.503+0100","[Dashboard] Changes Made To Group Are Not Saved","Jakub Gawroński","Zoltan Viragh","High","Closed","Done","2025-03-13T10:47:37.543+0100","Hi! What happened? • Client reported the following:  • Editing a group via the new dashboard, specifically adding/removing agents is bugged.  • After adding/removing agents and clicking ""Save"" the agents are either added back or not added at all.  • Replicated internally please see attached recording.  How to reproduce? Step by step. • Open the new dashboard and navigate to the groups section.  • Edit a group.  • Add or remove agents from your group and click ""save"".  • Your changes will be ignored and you'll have to make the same changes a second time.  Expected behavior? • Changes should be saved on the first attempt.  Company id: 279299 MRR at risk:$1,045.00 Link to logs:Attached console logs and har file after I replicated the issue on: 168807 via:Zoltán VirághExtension: 1021ID: 206807 Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5009","2024-12-02T20:37:31.671+0100","[Dashboard] Integrations page does not load in CT dashboard","Jakub Gawroński","Zoltan Viragh","High","Closed","Cannot Reproduce","2024-12-11T13:45:15.064+0100","Hi! What happened? • Client is unable to edit their existing SF integrations via the new dashboard on account of them not appearing in the integrations section. They are also unable to set up new ones which I suppose might be an integration side issue since the legacy dashboard is also affected. See here: https://cloudtalk.atlassian.net/browse/BIT-2719  How to reproduce? Step by step. • Unable to. Cant impersonate new dashboard yet and cant replicate on my own account.  Expected behavior? • The integrations page should display all active and inactive integrations.  Company id: 279121 MRR at risk:$387.00 Link to logs:HAR file and console export attached from client. Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5006","2024-12-02T12:00:29.219+0100","Can't see active Salesforce integrations","Serhii Shevchenko","Zendesk Support for Jira","High","Closed","Done","2025-04-04T07:23:13.302+0200","Hello team,  active integration with Salesforce does not show up in the Integrations section when switching from the legacy Dashboard to the New Dashboard.   What happened?The integration is not visible in the New Dashboard but is visible in the legacy Dashboard.  How to reproduce? Step by step.I was not able to reproduce this. All integrations are visible when switching between the dashboards on account 115777, including Salesforce.  Expected behavior?Active/Inactive integrations should be visible in the Dashboard when switching from the legacy Dashboard.  Company id: 273545MRR at risk:   €180.00 / MonthlyLink to logs: https://app.datadoghq.eu/logs?query=service%3A%28dashboard-backend%20OR%20dashboard-frontend%29%20-status%3A%28info%20OR%20debug%29&agg_m=count&agg_m_source=base&agg_t=count&cols=host%2Cservice&fromUser=true&messageDisplay=inline&refresh_mode=paused&storage=hot&stream_sort=desc&viz=stream&from_ts=1732716000000&to_ts=1732716180000&live=falseTime the problem occurred: 27th of November, around 15:01 - 15:02 CETHAR file and screen recording provided by: Miha Mele Extension: 1003ID: 365361 Could you look into this, please? Thank you! • Please see Zendesk Support tab for further comments and attachments."
